module,topic,text,answer,distractors
logic,Number Series,"Find the next number: 7, 12, 17, 22, ?",27,"[""26"", ""29"", ""32""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number: 16, 25, 36, 49, ?",64,"[""81"", ""74"", ""59""]"
logic,Number Series,"Find the next number: 7, 11, 15, 19, ?",23,"[""22"", ""25"", ""27""]"
logic,Number Series,"Find the next number: 81, 100, 121, 144, ?",169,"[""196"", ""179"", ""164""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 64, 81, 100, 121, ?",144,"[""139"", ""169"", ""154""]"
logic,Number Series,"Find the next number: 81, 100, 121, 144, ?",169,"[""196"", ""164"", ""179""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number: 16, 25, 36, 49, ?",64,"[""74"", ""81"", ""59""]"
logic,Number Series,"Find the next number: 7, 15, 23, 31, ?",39,"[""47"", ""38"", ""41""]"
logic,Number Series,"Find the next number: 6, 10, 14, 18, ?",22,"[""21"", ""26"", ""24""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 2, 6, 10, 14, ?",18,"[""20"", ""22"", ""17""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 16, 25, 36, 49, ?",64,"[""74"", ""81"", ""59""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 49, 64, 81, 100, ?",121,"[""116"", ""144"", ""131""]"
logic,Number Series,"Find the next number: 9, 17, 25, 33, ?",41,"[""49"", ""40"", ""43""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 7, 15, 23, 31, ?",39,"[""41"", ""47"", ""38""]"
logic,Number Series,"Find the next number: 9, 16, 25, 36, ?",49,"[""44"", ""64"", ""59""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 25, 36, 49, 64, ?",81,"[""76"", ""91"", ""100""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number: 10, 14, 18, 22, ?",26,"[""30"", ""25"", ""28""]"
logic,Number Series,"Find the next number: 49, 64, 81, 100, ?",121,"[""131"", ""144"", ""116""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 4, 11, 18, 25, ?",32,"[""39"", ""34"", ""31""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number: 64, 81, 100, 121, ?",144,"[""139"", ""154"", ""169""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 3, 10, 17, 24, ?",31,"[""38"", ""33"", ""30""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number: 7, 12, 17, 22, ?",27,"[""29"", ""32"", ""26""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Number Series,"Find the next number: 7, 11, 15, 19, ?",23,"[""25"", ""22"", ""27""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 81, 100, 121, 144, ?",169,"[""179"", ""196"", ""164""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number: 36, 49, 64, 81, ?",100,"[""110"", ""95"", ""121""]"
logic,Number Series,"Find the next number: 2, 8, 14, 20, ?",26,"[""25"", ""28"", ""32""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 3, 7, 11, 15, ?",19,"[""23"", ""18"", ""21""]"
logic,Number Series,"Find the next number: 81, 100, 121, 144, ?",169,"[""179"", ""196"", ""164""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 4, 9, 16, 25, ?",36,"[""46"", ""31"", ""49""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number: 4, 7, 10, 13, ?",16,"[""19"", ""18"", ""15""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 10, 13, 16, 19, ?",22,"[""21"", ""24"", ""25""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 4, 9, 16, 25, ?",36,"[""31"", ""46"", ""49""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number: 4, 12, 20, 28, ?",36,"[""38"", ""35"", ""44""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 8, 13, 18, 23, ?",28,"[""33"", ""30"", ""27""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 10, 16, 22, 28, ?",34,"[""36"", ""33"", ""40""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 10, 16, 22, 28, ?",34,"[""40"", ""36"", ""33""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 64, 81, 100, 121, ?",144,"[""154"", ""169"", ""139""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 3, 8, 13, 18, ?",23,"[""25"", ""22"", ""28""]"
logic,Number Series,"Find the next number: 16, 25, 36, 49, ?",64,"[""81"", ""74"", ""59""]"
logic,Number Series,"Find the next number: 8, 13, 18, 23, ?",28,"[""27"", ""33"", ""30""]"
logic,Number Series,"Find the next number: 5, 11, 17, 23, ?",29,"[""31"", ""35"", ""28""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number: 10, 13, 16, 19, ?",22,"[""25"", ""21"", ""24""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 9, 13, 17, 21, ?",25,"[""29"", ""27"", ""24""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 64, 81, 100, 121, ?",144,"[""139"", ""154"", ""169""]"
logic,Number Series,"Find the next number: 49, 64, 81, 100, ?",121,"[""131"", ""116"", ""144""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 9, 16, 25, 36, ?",49,"[""59"", ""64"", ""44""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 2, 6, 10, 14, ?",18,"[""17"", ""22"", ""20""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number: 49, 64, 81, 100, ?",121,"[""144"", ""131"", ""116""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 9, 15, 21, 27, ?",33,"[""39"", ""32"", ""35""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number: 81, 100, 121, 144, ?",169,"[""179"", ""196"", ""164""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Probation 
2. Interview 
3. Selection 
4. Appointment","2, 3, 4, 1","[""2, 4, 3, 1"", ""3, 2, 4, 1"", ""2, 3, 1, 4""]"
logic,Number Series,"Find the next number: 4, 9, 16, 25, ?",36,"[""49"", ""46"", ""31""]"
logic,Number Series,"Find the next number: 4, 9, 16, 25, ?",36,"[""31"", ""46"", ""49""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number: 3, 9, 15, 21, ?",27,"[""29"", ""26"", ""33""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 4, 9, 16, 25, ?",36,"[""31"", ""46"", ""49""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 3 km East, turns left and walks 4 km. How far is he from the start?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Number Series,"Find the next number: 25, 36, 49, 64, ?",81,"[""76"", ""100"", ""91""]"
logic,Directional Sense,"A man walks 5 km East, turns left and walks 12 km. How far is he from the start?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Logical Word Sequence,"Arrange in logical order:
1. Seed 
2. Fruit 
3. Plant 
4. Tree","1, 3, 4, 2","[""1, 4, 3, 2"", ""2, 3, 4, 1"", ""3, 1, 4, 2""]"
logic,Directional Sense,"A man walks 6 km East, turns left and walks 8 km. How far is he from the start?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
logic,Number Series,"Find the next number: 4, 8, 12, 16, ?",20,"[""24"", ""19"", ""22""]"
logic,Number Series,"Find the next number: 9, 15, 21, 27, ?",33,"[""35"", ""39"", ""32""]"
logic,Number Series,"Find the next number: 36, 49, 64, 81, ?",100,"[""95"", ""110"", ""121""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,Probability,"A bag contains 10 balls, out of which 5 are red. What is the probability of drawing a red ball?",1/2,"[""1/3"", ""2/2"", ""1/2""]"
quant,HCF & LCM,Find the LCM of 24 and 28.,168,"[""180"", ""164"", ""672""]"
quant,HCF & LCM,Find the LCM of 24 and 36.,72,"[""84"", ""60"", ""864""]"
quant,Probability,"A bag contains 20 balls, out of which 14 are red. What is the probability of drawing a red ball?",7/10,"[""1/11"", ""8/10"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3500 at 8% per annum for 2 years.,Rs. 560,"[""Rs. 660"", ""Rs. 510"", ""Rs. 616""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 3700 at 11% per annum for 5 years.,Rs. 2035,"[""Rs. 2135"", ""Rs. 1985"", ""Rs. 2238""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 4500 at 12% per annum for 4 years.,Rs. 2160,"[""Rs. 2260"", ""Rs. 2110"", ""Rs. 2376""]"
quant,Permutation & Combinations,In how many ways can a team of 2 members be selected from a group of 8 people?,28,"[""36"", ""26"", ""56""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 5 people?,5,"[""10"", ""3"", ""120""]"
quant,Permutation & Combinations,In how many ways can a team of 3 members be selected from a group of 7 people?,35,"[""42"", ""33"", ""210""]"
quant,Probability,"A bag contains 10 balls, out of which 5 are red. What is the probability of drawing a red ball?",1/2,"[""1/3"", ""2/2"", ""1/2""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 2800 at 7% per annum for 4 years.,Rs. 784,"[""Rs. 884"", ""Rs. 734"", ""Rs. 862""]"
quant,Permutation & Combinations,In how many ways can a team of 4 members be selected from a group of 9 people?,126,"[""135"", ""124"", ""3024""]"
quant,Simple & Compound Interest,Find the Simple Interest on Rs. 1400 at 9% per annum for 3 years.,Rs. 378,"[""Rs. 478"", ""Rs. 328"", ""Rs. 415""]"
